LINGUA;Inicial;Palavra;SIGNIFICADO;Número de registros
Juruna;U;uanbii    índios mansos / indios mansos / tame indians;índios mansos;1
Kaiabí;U;uka;cair;1
Kaiabí;U;ukay;chiqueiro;1
Kaiabí;U;u;"comer; vir";1
Kaiabí;U;up;deitar;1
Kaiabí;U;uwawyje;duma vez, de uma vez;1
Kaiabí;U;upiwar;espíritos;1
Kaiabí;U;u'i;farinha;1
Kaiabí;U;"u'ip; 'u'yw";flecha;1
Kaiabí;U;uwiuu;grande;1
Kaiabí;U;upi'a;ovo;1
Kaiabí;U;up;pai;1
Kaiabí;U;upai;pano, tecido;1
Kaiabí;U;upe;para;1
Kaiabí;U;upisika;seguir;1
Iatê (Yaathe);V;Êfe;Vida;1
Iatê (Yaathe);V;Yafe;Vontade (desejo);1
Juruna;W;wáse, iwáse;sobrinha;1
Kaiabí;W;wek;barriga;1
Kaiabí;W;woem;chegar;1
Kaiabí;W;wir;cidade;1
Kaiabí;W;wy;deixar;1
Kaiabí;W;wa;eles, seu;1
Kaiabí;W;werawerap;espelho;1
Kaiabí;W;wiret;irmão (de homem);1
Kaiabí;W;wyr;lugar;1
Kaiabí;W;wuja;moço, moça;1
Kaiabí;W;werewi;quase;1
Kaiabí;W;way;rabo;1
Kaiabí;W;werap;relâmpago;1
Kaiabí;Y;y;aldo;1
Kaiabí;Y;yuwa;asa;1
Kaiabí;Y;yetig;batata;1
Kaiabí;Y;yuru;boca;1
Kaiabí;Y;ywak;céu;1
Kaiabí;Y;yasipiny;desaparecer;1
Kaiabí;Y;ye;eu;1
Kaiabí;Y;yi;faca;1
Kaiabí;Y;ye'eng;falar;1
Kaiabí;Y;ywyra;madeira;1
Kaiabí;Y;yuka;matar;1
Kaiabí;Y;yemipewara;moradores do rio abaixo;1
Kaiabí;Y;yawapinim;onça pintada;1
Kaiabí;Y;yw;pai;1
Kaiabí;Y;yrupema;peneira;1
Kaiabí;Y;yuri;pescoço;1
Kaiabí;Y;yaapepo;pote de barro;1
Kaiabí;Y;yemipe;rio abaixo;1
Kaiabí;Y;yarun;selvagem;1
Kaiabí;Y;yaamep;tacho;1
Kaiabí;Y;yk;terminar;1
Kaiabí;Y;ypyfer;toco;1
Kaiabí;Y;yani;óleo para cabelo;1
Kaiapó;A;akó;agami (japacanim-do-brejo);1
Kaiapó;A;ain;andar;1
Kaiapó;A;akrêkrê;aqui faz calor;1
Kaiapó;A;akókó;dentes;1
Kaiapó;A;akôtinacê;filho;1
Kaiapó;A;açuaká;não gosto de cachaça;1
Kaiapó;A;acê;preciso de uma mulher;1
Kaiapó;A;açôt, ançôt;rede;1
Kaiapó;A;akiô, ankiô;roça;1
Kaiapó;A;acê;savana;1
Kaiapó;A;ainnicôp;tapioca;1
Kaiapó;A;adenakén (Pronuncia-se a de na kén);venha cá;1
Kaiapó;A;acênón;vá na popa;1
Kaiapó;A;atóme;arma;1
Kaiapó;A;apánápiâ;azul;1
Kaiapó;A;ankrê;cabelo;1
Kaiapó;A;ankó;cabeça;1
Kaiapó;A;ankiókuká;cansado;1
Kaiapó;A;apát;cascavel;1
Kaiapó;A;ampió;cigarro de palha;1
Kaiapó;A;ampô;contas;1
Kaiapó;A;atâtôt;direito;1
Kaiapó;A;ançô;dê-me água;1
Kaiapó;A;antó;estrela;1
Kaiapó;A;ampió;fumo de rolo;1
Kaiapó;A;aréne. Arená (M);fumo, tabaco;1
Kaiapó;A;amprê;guerrear;1
Kaiapó;A;apiaka;imbé (cipó);1
Kaiapó;A;ankêuacê;indaiazal;1
Kaiapó;A;ankán;indaiá;1
Kaiapó;A;atãimótó;inteiro;1
Kaiapó;A;ankiô;jenipapo;1
Kaiapó;A;apéne (e mudo);longe;1
Kaiapó;A;apépén;muito;1
Kaiapó;A;ambrendá;pacu;1
Kaiapó;A;ámpiâ;panos;1
Kaiapó;A;apêmán;perto;1
Kaiapó;A;ançuti. Amschui amsiti (M) Ansiti (S);pouco;1
Kaiapó;A;ampiôtí;surubi;1
Kaiapó;A;anká;vamos comer;1
Kaiapó;B;batutünán (Pronuncia-se ba tu ti inán);bandeira (tamanduá-);1
Kaiapó;B;burubú;cova onde é assada a carne;1
Kaiapó;B;bokuató;desejo;1
Kaiapó;B;batutí;tamanduá-mirim;1
Kaiapó;B;bokuató;vontade;1
Kaiapó;C;çakré;aberto;1
Kaiapó;C;çámpápén;adivinhar;1
Kaiapó;C;çutékiát;adulto;1
Kaiapó;C;çampátêt;ajuizado;1
Kaiapó;C;çô, unkué;amargo;1
Kaiapó;C;çâtí;amendoim;1
Kaiapó;C;cêcê;aranha;1
Kaiapó;C;çuktú;articulação;1
Kaiapó;C;çaaci;asa;1
Kaiapó;C;çakepô, çakepôa;assoviar;1
Kaiapó;C;cöa;azedo;1
Kaiapó;C;çancou;baba;1
Kaiapó;C;çankôtén;babar;1
Kaiapó;C;çampancê;barba, barbudo;1
Kaiapó;C;çunkué;barreiro (lugar onde a caça come terra impregnada de sal);1
Kaiapó;C;cykiápópó;bater palmas;1
Kaiapó;C;cinakôkô;besouro;1
Kaiapó;C;çakiát;bico;1
Kaiapó;C;çapancê;bigode;1
Kaiapó;C;çakuá;boca;1
Kaiapó;C;çakuáinán;boca grande;1
Kaiapó;C;çakuápú;boca pequena;1
Kaiapó;C;cióió;borboleta;1
Kaiapó;C;çakiát;brasa;1
Kaiapó;C;çampanón;bruto;1
Kaiapó;C;çacêinkô;cabaça;1
Kaiapó;C;çukrenián;calango;1
Kaiapó;C;cynkô, cykô;caruncho;1
Kaiapó;C;çakiát;carvão;1
Kaiapó;C;çaké;casca;1
Kaiapó;C;çukôkô;casco;1
Kaiapó;C;cipuça;catinguento;1
Kaiapó;C;çampy;cauda;1
Kaiapó;C;caçador         - çuácêpé;caçador;1
Kaiapó;C;çâpé;cheiroso;1
Kaiapó;C;çancryt;chocalho;1
Kaiapó;C;cuakré, kré;cova;1
Kaiapó;C;çací;crista;1
Kaiapó;C;çankô;cuspir, cuspo;1
Kaiapó;C;çukiá;dedo;1
Kaiapó;C;çôióp;defluxo;1
Kaiapó;C;çuá. Chuá (S) chua (M);dente;1
Kaiapó;C;cimamuí;depois;1
Kaiapó;C;çuánón;desdentado;1
Kaiapó;C;cenákêkê;desejar;1
Kaiapó;C;cinnankô;diarréia;1
Kaiapó;C;cicí;doce;1
Kaiapó;C;çuánéntópé;enredeiro, intrigante;1
Kaiapó;C;çapáia;enxada;1
Kaiapó;C;çukiatú;escorbuto;1
Kaiapó;C;çukiómán;escrever;1
Kaiapó;C;çakrít;espirro;1
Kaiapó;C;çuánéntókót;falador, tagarela;1
Kaiapó;C;çoçutén;faro;1
Kaiapó;C;çakré;focinho;1
Kaiapó;C;çârutí;formiga;1
Kaiapó;C;çukún;fumaça;1
Kaiapó;C;çunkretón;gabiroba;1
Kaiapó;C;çuunxinunxí. Schaninsischumá (M);galo;1
Kaiapó;C;çuáín;gengiva;1
Kaiapó;C;çunkiôt;goela;1
Kaiapó;C;çuióp;isca;1
Kaiapó;C;cêkríta;jacutupé;1
Kaiapó;C;çuncê;leite de mulher;1
Kaiapó;C;cê;linha;1
Kaiapó;C;çapatinín;lombo;1
Kaiapó;C;çakuá;lábio;1
Kaiapó;C;çuntót;língua;1
Kaiapó;C;çuún;macho;1
Kaiapó;C;çuncê;mama;1
Kaiapó;C;çuncêkiânakót, piuntué. Itpentié iprontuaria (M);moça, donzela;1
Kaiapó;C;cykiá;mão;1
Kaiapó;C;çakênán;narigudo;1
Kaiapó;C;çâkré. Chacaré (M e S);nariz;1
Kaiapó;C;çacê;ninho;1
Kaiapó;C;cimamapikuí;não trazer;1
Kaiapó;C;çukié;omoplata        - çukié;1
Kaiapó;C;çukré. Chuceré (M) chiccré (S);orelha;1
Kaiapó;C;çukréçuákré;ouvido;1
Kaiapó;C;çunkiôtú;papo;1
Kaiapó;C;çuankôpót;parto (secundinas);1
Kaiapó;C;çukôt. Chúcoto (M) chucóto (S);peito;1
Kaiapó;C;çutín;pesado;1
Kaiapó;C;çuóto;pescar;1
Kaiapó;C;çuóto;poita;1
Kaiapó;C;çakuá;porta;1
Kaiapó;C;çakén;poção, poço grande;1
Kaiapó;C;çuanká;preguiçoso;1
Kaiapó;C;çankrí;pular;1
Kaiapó;C;çakiát;queixo;1
Kaiapó;C;çampá, çámpy;rabo;1
Kaiapó;C;çarê;raiz;1
Kaiapó;C;çaké;rebojo;1
Kaiapó;C;cyncy;rir;1
Kaiapó;C;cyncykiôkiô;risada;1
Kaiapó;C;çuçô;ruim, gente;1
Kaiapó;C;cytupô;saracura;1
Kaiapó;C;çunçôp;sarna;1
Kaiapó;C;cinín (Pronuncia-se ci nin);seco;1
Kaiapó;C;çakré;sovaco;1
Kaiapó;C;çampanón;surdo;1
Kaiapó;C;çankrékâ;suspirar;1
Kaiapó;C;çapací;suã, espinha dorsal;1
Kaiapó;C;çakiáma;teu;1
Kaiapó;C;citón;tia;1
Kaiapó;C;çutón, citón, xitón;tio;1
Kaiapó;C;çampôatún;toucinho;1
Kaiapó;C;çupín;trepar;1
Kaiapó;C;çuntót;umbigo;1
Kaiapó;C;cykôkô;unha;1
Kaiapó;C;çáka;varjão;1
Kaiapó;C;cê;veia;1
Kaiapó;C;çuncêpó;velha;1
Kaiapó;C;çakô;vento;1
Kaiapó;C;çakú;vestir;1
Kaiapó;C;çãoacin, çóancín;vomitar;1
Kaiapó;H;hitócrít;gafanhoto;1
Kaiapó;I;ikiánnacê;Cutia;1
Kaiapó;I;iápukôt;Vida;1
Kaiapó;I;inpençú, inpennunçú;abelha;1
Kaiapó;I;iókâa;afundar;1
Kaiapó;I;ípia;alto;1
Kaiapó;I;iápupô;aparecer;1
Kaiapó;I;ikián;arapuá;1
Kaiapó;I;iópaçán;ariranha;1
Kaiapó;I;icryamatiká;assar;1
Kaiapó;I;icín;assentar-se;1
Kaiapó;I;inkué;atoleiro;1
Kaiapó;I;iundé;atravessar;1
Kaiapó;I;intókrê;barranco;1
Kaiapó;I;iápytú;barrigudo;1
Kaiapó;I;iútú;batata;1
Kaiapó;I;inkômán;beber água;1
Kaiapó;I;icê;bexiga;1
Kaiapó;I;iópticuá, çuácêpé;bom cão;1
Kaiapó;I;ipá. Ipa (M) ípá (S);braço;1
Kaiapó;I;inkué;brejo;1
Kaiapó;I;iató;broto;1
Kaiapó;I;inkôço. Incoja (M);cachaça;1
Kaiapó;I;ióp. Robu;cachorro;1
Kaiapó;I;iutén;cair;1
Kaiapó;I;iúacryn;calar-se;1
Kaiapó;I;ikuemán;caminhar;1
Kaiapó;I;ite;canela, tíbia;1
Kaiapó;I;ikâentót;cansar-se;1
Kaiapó;I;ite;canudo;1
Kaiapó;I;intónó;caolho;1
Kaiapó;I;itu;capim;1
Kaiapó;I;intán;capivara;1
Kaiapó;I;intó;cara, rosto, fisionomia;1
Kaiapó;I;intunnacê;caramujo;1
Kaiapó;I;in, cin. Jóbo (S);carne;1
Kaiapó;I;iò;cascalho;1
Kaiapó;I;ikxí;caveira, crâneo;1
Kaiapó;I;intokré, intonó;cego;1
Kaiapó;I;ipencê;cera;1
Kaiapó;I;indió, psunkô;cerrado;1
Kaiapó;I;impótí. Impoti (M);cervo;1
Kaiapó;I;ipió;chato;1
Kaiapó;I;iunó;cheio;1
Kaiapó;I;ipâre;chifrada;1
Kaiapó;I;ípa (paroxítono);chifre;1
Kaiapó;I;inkué;chorar;1
Kaiapó;I;intá;chover;1
Kaiapó;I;intá;chuva;1
Kaiapó;I;iáká;claridade;1
Kaiapó;I;iundêkúa;comadre;1
Kaiapó;I;iundé;compadre;1
Kaiapó;I;i, íre, iguir;comprido;1
Kaiapó;I;imóiámpápa;coragem;1
Kaiapó;I;inkôkré;coração;1
Kaiapó;I;iutén;correr;1
Kaiapó;I;ikpún;costa, dorso;1
Kaiapó;I;inôci;costela;1
Kaiapó;I;iké, ptukô;couro;1
Kaiapó;I;inkré. Icria (M e S);coxa;1
Kaiapó;I;ióntué;criancinha;1
Kaiapó;I;ipió;curto;1
Kaiapó;I;inko;córrego;1
Kaiapó;I;iúnóinkô (Pronuncia-se iú nó inkô);córrego cheio;1
Kaiapó;I;itóómán;dança, dançar;1
Kaiapó;I;indenakanhón;defloramento;1
Kaiapó;I;iókêtupô;demorar;1
Kaiapó;I;iápúng;descer;1
Kaiapó;I;iató;desembarcar;1
Kaiapó;I;iáká;dia;1
Kaiapó;I;iámpiôató;doença;1
Kaiapó;I;intómampán;doido, louco;1
Kaiapó;I;iúnky;dó;1
Kaiapó;I;icêêmán;entrar;1
Kaiapó;I;iáprempé;entristecer;1
Kaiapó;I;innín;enxugar;1
Kaiapó;I;iankôçô;enxurro;1
Kaiapó;I;iúnín (Pronuncia-se iú nin);enxuto;1
Kaiapó;I;içáme (e mudo);ereto, erguido;1
Kaiapó;I;ipintó;esconder;1
Kaiapó;I;inkré;escroto;1
Kaiapó;I;iutén;esperto, agir;1
Kaiapó;I;iátêçampánón;esquecer;1
Kaiapó;I;ikít;estreito;1
Kaiapó;I;impá, tukê;estômago;1
Kaiapó;I;ipán;filho;1
Kaiapó;I;intó;filhote de ave;1
Kaiapó;I;inhánhán;flor;1
Kaiapó;I;icry;fogo, fogão, fogueira;1
Kaiapó;I;inkiêto;fome;1
Kaiapó;I;inkôtókót;fonte;1
Kaiapó;I;iátó!;fora!;1
Kaiapó;I;ikíh, kir, namukíh. Kiúti;frio;1
Kaiapó;I;iútó;fugir;1
Kaiapó;I;iúnguêitá;garoa;1
Kaiapó;I;iómpanpépán;gatinho;1
Kaiapó;I;iómpampé;gato;1
Kaiapó;I;inán, nan, ti, pó;grande;1
Kaiapó;I;íkâ, ikâa;gritar;1
Kaiapó;I;inán;grosso;1
Kaiapó;I;ipút;guariba;1
Kaiapó;I;impúará. Itpe (M) impuaria (M e S);homem;1
Kaiapó;I;intókóçúme (e mudo);jacaré;1
Kaiapó;I;inán, tepinán;jaú;1
Kaiapó;I;inánpé;jaú amarelo;1
Kaiapó;I;ikón;joelho;1
Kaiapó;I;ipõ;labareda;1
Kaiapó;I;inko;lagoa;1
Kaiapó;I;içuêmán;lavar;1
Kaiapó;I;iápuçámpapót;lembrar;1
Kaiapó;I;icry;lenha;1
Kaiapó;I;içontakaiê;levantar tarde;1
Kaiapó;I;imótó;levar;1
Kaiapó;I;iópacê;lontra;1
Kaiapó;I;ikó;macaco;1
Kaiapó;I;iúnunté;madrugada;1
Kaiapó;I;intó;mambucão, abelha;1
Kaiapó;I;ikôçún;mandaçaia, abelha;1
Kaiapó;I;iaká imputiapató;manhã;1
Kaiapó;I;iómamán, indióme, ió. Inrmú (M);mato;1
Kaiapó;I;inpén;mel;1
Kaiapó;I;içuámán;mergulhar;1
Kaiapó;I;iákiáma;meu;1
Kaiapó;I;ikén;moela;1
Kaiapó;I;ikó, inkó;molhado;1
Kaiapó;I;incêp;morcego;1
Kaiapó;I;iútú, ipintó. Itú (M);morrer;1
Kaiapó;I;iáputó;mudar;1
Kaiapó;I;içuánó;mudar os dentes;1
Kaiapó;I;intié, intiérá. Intiera (M e S);mulher;1
Kaiapó;I;iúçô;murcho;1
Kaiapó;I;iinguuê (Pronuncia-se in gu u ê);nascimento;1
Kaiapó;I;imaçapô (Pronuncia-se i má çá pô);nu;1
Kaiapó;I;impút;nuca;1
Kaiapó;I;iputukô;nuvem;1
Kaiapó;I;iômontimpá;não responder;1
Kaiapó;I;inkí;odiar;1
Kaiapó;I;intó, ntó. Intó (M e S);olho;1
Kaiapó;I;ikón;ombro;1
Kaiapó;I;ite;osso;1
Kaiapó;I;inkré;ovo;1
Kaiapó;I;inkiá;paca;1
Kaiapó;I;itóuacê, tóuacê;pagode, dançar;1
Kaiapó;I;iápuçán, timâkâa;parar;1
Kaiapó;I;inguuán;parir;1
Kaiapó;I;iêumatí;pato;1
Kaiapó;I;iô. Pedra keni (M);pedra, pedreira;1
Kaiapó;I;ikuá;peidar;1
Kaiapó;I;inkún. Impantsa (S);pena;1
Kaiapó;I;iatêpetukô;perigo;1
Kaiapó;I;ité, ikrén;perna;1
Kaiapó;I;impút. Impudé;pescoço;1
Kaiapó;I;içôto;porrete;1
Kaiapó;I;inkôkré;poço;1
Kaiapó;I;iútó;pulo;1
Kaiapó;I;intóçó;pálpebra;1
Kaiapó;I;ipá. Ipáá;pé;1
Kaiapó;I;impú;pênis;1
Kaiapó;I;ikón, ikrê;quadril;1
Kaiapó;I;inkí;raiva;1
Kaiapó;I;ipáa, ipáá;rasto;1
Kaiapó;I;intóuçú;remela;1
Kaiapó;I;iúmokâ;responder;1
Kaiapó;I;iúnhó;roncar;1
Kaiapó;I;ikró;ruim;1
Kaiapó;I;içún;sabiá;1
Kaiapó;I;impótu;saco;1
Kaiapó;I;iútó;sair;1
Kaiapó;I;iútó;sapatear;1
Kaiapó;I;inniókuacê;sem perigo;1
Kaiapó;I;icí;semente;1
Kaiapó;I;intóçôkín;sobrancelha;1
Kaiapó;I;iútât, iútôt, iúktôt, iútáicí;sol;1
Kaiapó;I;ipáa;sola do pé;1
Kaiapó;I;iiúpintín;sonhar;1
Kaiapó;I;intóketín;sono;1
Kaiapó;I;iúçupín;subir;1
Kaiapó;I;itó;sumir;1
Kaiapó;I;içôa;surubi;1
Kaiapó;I;ikuá;testa;1
Kaiapó;I;içáátóómám;tição;1
Kaiapó;I;iká;tossir;1
Kaiapó;I;iópô;trazer;1
Kaiapó;I;iápempré;triste;1
Kaiapó;I;iúpít;trovoada;1
Kaiapó;I;ipút;um;1
Kaiapó;I;iútú, icê, içôu;urina;1
Kaiapó;I;itumán;urinar;1
Kaiapó;I;içumpit;urrar;1
Kaiapó;I;impó, mpó. Impó (M e S);veado;1
Kaiapó;I;impá. Itú (M e S);ventre;1
Kaiapó;I;iáputó;voar;1
Kaiapó;I;icê;vulva;1
Kaiapó;I;iútó, iáputó;vôo;1
Kaiapó;I;inkô, nkô. Incó;água;1
Kaiapó;I;inakrét;íngua;1
Kaiapó;K;kiôkín;agulha;1
Kaiapó;K;kuatã iâ;ajudar;1
Kaiapó;K;kióçúpa;andorinha;1
Kaiapó;K;kréntót;ano;1
Kaiapó;K;kiút;anta;1
Kaiapó;K;kuaácytê;aprender;1
Kaiapó;K;krikrí;araticum;1
Kaiapó;K;kakián;baixo;1
Kaiapó;K;katétét. Macacá (M) cacatéta (S);branco;1
Kaiapó;K;kutuíncê;braço;1
Kaiapó;K;kuáçô;buriti;1
Kaiapó;K;kitaçãoén. Kitaschá (M);burro;1
Kaiapó;K;koatápypy;buscar;1
Kaiapó;K;kin, ikin. Iquim (M e S);cabelo;1
Kaiapó;K;kián. Icrián (M);cabeça;1
Kaiapó;K;kiánnón;cabeçudo;1
Kaiapó;K;koêmán;cagar;1
Kaiapó;K;kiátápenkiá;calçar;1
Kaiapó;K;kôiôn;cambabucha;1
Kaiapó;K;kakê;campina;1
Kaiapó;K;katitê;carrapato;1
Kaiapó;K;kêôkrít;cará;1
Kaiapó;K;kre;cava;1
Kaiapó;K;kitacê, kitaçâ. Iquitachó (S) iquitacho (M);cavalo;1
Kaiapó;K;kéupió. Kiapio (M);chapéu;1
Kaiapó;K;koatátukú;colheita;1
Kaiapó;K;kiánindé;corredeira;1
Kaiapó;K;krin;crina;1
Kaiapó;K;kiántú;cunhado;1
Kaiapó;K;kôiôt;cupim;1
Kaiapó;K;kuatámunató;curar;1
Kaiapó;K;ksué;cágado;1
Kaiapó;K;kiánpô;cãs;1
Kaiapó;K;kutó;dedo;1
Kaiapó;K;kimpá;derrubar;1
Kaiapó;K;kitatí;doente;1
Kaiapó;K;kâkiâ;dourado (peixe);1
Kaiapó;K;kukiáto;estou cansado;1
Kaiapó;K;kukút;eu como;1
Kaiapó;K;kukré;eu defeco;1
Kaiapó;K;kukré. Uncuã;eu urino;1
Kaiapó;K;kukré;eu vejo;1
Kaiapó;K;káaçôa;faca;1
Kaiapó;K;kitatí;febre;1
Kaiapó;K;kótita;ferida;1
Kaiapó;K;kuánháp;goiaba;1
Kaiapó;K;kôxí;grilo;1
Kaiapó;K;kiókió;irara;1
Kaiapó;K;kréntíne (e mudo);jabuticaba;1
Kaiapó;K;ksuçoâ;laranja;1
Kaiapó;K;keuacêpán;leitão;1
Kaiapó;K;knópô;limpo;1
Kaiapó;K;kypa;lua;1
Kaiapó;K;kutití;língua;1
Kaiapó;K;kêur;machado;1
Kaiapó;K;kanankón;mamão;1
Kaiapó;K;kósétí;mandi;1
Kaiapó;K;Kuá;mandioca;1
Kaiapó;K;kuká;milho;1
Kaiapó;K;kôkôt;mutuca;1
Kaiapó;K;kutó;nariz;1
Kaiapó;K;kutuím;olho;1
Kaiapó;K;kóramán;ontem;1
Kaiapó;K;ksukié;pacu;1
Kaiapó;K;kun;pai;1
Kaiapó;K;kbú, kubú;passear;1
Kaiapó;K;kuticê;peito;1
Kaiapó;K;kâkiâ;pente;1
Kaiapó;K;kápóa;piracanjuba;1
Kaiapó;K;ksuké;piranha;1
Kaiapó;K;kuánán;piscar;1
Kaiapó;K;kêuaçaín;podre;1
Kaiapó;K;krépôpô;pontada (dor);1
Kaiapó;K;kêuacê;porco;1
Kaiapó;K;kamiçakuá;porta aberta;1
Kaiapó;K;kimpá;prisão, aprisionamento;1
Kaiapó;K;kiançú, kôçúpán;pulga;1
Kaiapó;K;krénón;rasoura, lugar raso do rio;1
Kaiapó;K;kópacê;remo;1
Kaiapó;K;kannampiôpiô;roxo;1
Kaiapó;K;kapaxuá;sal;1
Kaiapó;K;kretót;sapo;1
Kaiapó;K;kokrípiâ (O acento tônico em kri);sogra;1
Kaiapó;K;kêkê;urubu;1
Kaiapó;K;kêkêintó;urubu, filhote de;1
Kaiapó;K;kaputún, taputún;velho;1
Kaiapó;K;koatámastuarê;veneno vegetal;1
Kaiapó;K;kuká;vou embora;1
Kaiapó;M;mópenkiá;camisa de homem;1
Kaiapó;M;mahan;ema;1
Kaiapó;M;môcê, môcy;milho;1
Kaiapó;M;manniá;não;1
Kaiapó;M;mâkiá, mukiá, imamuçón (Pronuncia-se i ma mu çón );querer;1
Kaiapó;N;napupiâ;conhecer;1
Kaiapó;N;nóómán;deitar-se;1
Kaiapó;N;nansuê;gordo;1
Kaiapó;N;nacicí;gostoso;1
Kaiapó;N;napiápán;jacutinga;1
Kaiapó;N;nakrit;leve;1
Kaiapó;N;namím;mentira;1
Kaiapó;N;napiá;onça;1
Kaiapó;N;nançuá;são, sadio;1
Kaiapó;N;ninín;vazio;1
Kaiapó;O;ótapupô;melar, tirar, extrair mel;1
Kaiapó;P;punó;abaixar;1
Kaiapó;P;pakáu;banana, bananeira;1
Kaiapó;P;paçuán;banhar-se;1
Kaiapó;P;pakón;beber;1
Kaiapó;P;puçú;berne, berneira;1
Kaiapó;P;putinacêkián;bezerro;1
Kaiapó;P;patê. Paté;bicho-do-pé;1
Kaiapó;P;putinacê;boi;1
Kaiapó;P;pomancí, pomanxí;borrachudo (mosquito);1
Kaiapó;P;pakiát;calcanhar;1
